27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
27200.0|33500.0|303500.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
25750.0|58600.0|654600.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
11450.0|58600.0|838350.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3620.0|58600.0|893635.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|928690.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|963075.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1002080.0
3210.0|58600.0|1043250.0
